HouseAge,DistanceToStation,NumberOfPubs,HousePrice,Year,Month,PostCode_5212.0,PostCode_5213.0,PostCode_5217.0,PostCode_5222.0,PostCode_5614.0
0.8387244737256544,-0.5392969569251825,1.3283745459678726,362393.0,2021,1,0,0,1,0,0
-1.5152158192415104,-0.6009699720795162,0.9900603775567238,336035.0,2021,8,1,0,0,0,0
1.3618223166072465,-0.3771987919465422,1.3283745459678726,486952.0,2020,9,0,0,0,0,1
-1.340849871614313,-0.8364693149841606,1.3283745459678726,472829.0,2020,2,0,0,1,0,0
-0.033105264410332555,2.4569877672802214,-1.3781388013213167,171619.0,2019,2,0,0,1,0,0
0.14126068321686483,-0.0450829528375057,-1.3781388013213167,134167.0,2019,12,0,0,1,0,0
-0.8177520287327208,-0.4018478337575849,0.9900603775567238,419953.0,2021,3,1,0,0,0,0
0.14126068321686483,-0.7503521314831078,-1.0398246329101681,469821.0,2019,4,0,0,0,1,0
1.6233712380480425,-0.5818596744103433,-0.36319629608787074,393891.0,2020,9,0,0,0,0,1
-0.20747121203752994,0.8886065919117322,-0.36319629608787074,191092.0,2021,12,0,0,1,0,0
0.14126068321686483,-0.408934197816629,1.6666887143790212,335397.0,2021,3,0,1,0,0,0
-0.12028823822393125,-0.46542491465687574,1.3283745459678726,284120.0,2019,4,0,1,0,0,0
-0.033105264410332555,0.13700099008495428,-1.3781388013213167,203316.0,2020,1,0,0,1,0,0
0.22844365703046352,-0.571103522957796,1.6666887143790212,467685.0,2020,3,0,0,0,1,0
-0.2946541858511286,-0.6028963734424466,0.31343204073442654,399086.0,2020,11,0,1,0,0,0
-0.033105264410332555,2.3559248764429523,-1.3781388013213167,105057.0,2019,6,0,0,1,0,0
-0.12028823822393125,-0.7122095486484028,0.31343204073442654,433786.0,2019,12,0,0,1,0,0
-0.5562031072919247,-0.2749529095472664,-0.7015104644990194,256500.0,2020,8,0,1,0,0,0
-1.5152158192415104,-0.6995121483589632,-1.3781388013213167,575480.0,2021,3,0,0,0,0,1
-0.5562031072919247,0.2893899961066951,-1.0398246329101681,202724.0,2021,5,1,0,0,0,0
1.4490052904208452,1.6240735934561863,-1.3781388013213167,387543.0,2019,2,0,0,0,0,1
-0.5562031072919247,-0.5540538585401761,0.31343204073442654,248494.0,2020,3,1,0,0,0,0
-0.20747121203752994,-0.5039000193358376,0.6517462091455752,481526.0,2021,6,0,0,0,0,1
0.14126068321686483,-0.7212083890814603,0.6517462091455752,510620.0,2021,8,0,0,0,0,1
1.6233712380480425,-0.5024369635660488,1.3283745459678726,252039.0,2019,12,0,1,0,0,0
-1.340849871614313,-0.488152490510211,0.6517462091455752,297950.0,2021,6,1,0,0,0,0
1.2746393427936478,3.4431771264477056,-1.0398246329101681,162588.0,2019,4,0,0,1,0,0
1.7105542118616412,-0.5555048013002509,-0.36319629608787074,282668.0,2021,11,0,0,1,0,0
1.2746393427936478,-0.058498356165377394,-1.3781388013213167,214562.0,2020,1,0,0,0,1,0
-0.5562031072919247,-0.6385082748494982,-1.0398246329101681,422601.0,2020,12,0,0,0,1,0
1.3618223166072465,-0.685281346752288,-1.3781388013213167,456780.0,2021,1,0,0,0,0,1
0.4028096046576609,2.2160802529132804,-1.3781388013213167,294165.0,2021,4,0,0,0,0,1
-1.079300950173517,-0.6552301840155254,0.6517462091455752,314624.0,2020,8,0,1,0,0,0
-0.12028823822393125,-0.4996113921093813,-1.0398246329101681,328725.0,2021,6,0,1,0,0,0
1.9721031333024375,-0.7922220568886572,1.3283745459678726,296333.0,2020,11,0,0,1,0,0
-1.1664839239871156,-0.6947933876780508,1.6666887143790212,447481.0,2021,11,0,1,0,0,0
-0.5562031072919247,-0.07490827775544012,-0.024882127676722095,337753.0,2019,3,0,0,0,0,1
0.14126068321686483,-0.1474660133927226,-1.3781388013213167,313540.0,2020,9,0,0,0,1,0
1.536188264234444,-0.1840237295986595,-1.0398246329101681,257452.0,2020,2,0,0,1,0,0
1.8849201594888387,-0.4802263441273732,1.3283745459678726,309009.0,2020,1,0,0,1,0,0
1.4490052904208452,-0.35761854342044935,0.6517462091455752,316267.0,2020,12,0,1,0,0,0
-0.20747121203752994,0.23575734076293234,-0.024882127676722095,152316.0,2020,12,0,0,1,0,0
1.6233712380480425,-0.4410692359243114,-0.36319629608787074,342818.0,2019,7,0,0,0,0,1
-0.6433860811055234,-0.6273578508006162,-1.0398246329101681,1151940.0,2020,5,0,0,0,0,1
-0.2946541858511286,2.3263027053137595,-1.3781388013213167,125631.0,2019,1,0,1,0,0,0
-0.9049350025463195,-0.7755950166641652,1.6666887143790212,416274.0,2019,3,0,0,0,0,1
0.4028096046576609,2.4637476795820326,-1.3781388013213167,210941.0,2020,9,0,0,1,0,0
-0.730569054919122,0.7247811799027866,-0.024882127676722095,250577.0,2021,3,0,0,0,0,1
0.05407770940326614,0.1479161463541497,-1.3781388013213167,196866.0,2019,4,0,0,0,1,0
1.1874563689800492,0.11767600079257806,-1.3781388013213167,71982.0,2020,12,1,0,0,0,0
-1.4280328454279116,-0.48735709565349183,0.6517462091455752,480277.0,2020,3,0,0,0,1,0
-0.5562031072919247,-0.3587590201222286,0.31343204073442654,366324.0,2019,2,0,0,0,1,0
-1.340849871614313,0.8437685850622926,-0.36319629608787074,308669.0,2019,6,0,0,0,1,0
1.79773718567524,-0.505141139659946,-1.0398246329101681,437784.0,2020,11,0,0,0,1,0
-0.2946541858511286,-0.5217702455391545,0.31343204073442654,255667.0,2019,4,0,1,0,0,0
-0.469020133478326,-0.6439094805339957,-1.0398246329101681,378767.0,2021,3,0,0,0,0,1
-0.2946541858511286,2.2529172657180285,-1.3781388013213167,167598.0,2019,8,0,0,1,0,0
-1.340849871614313,-0.4054646265269039,0.9900603775567238,357354.0,2021,8,0,1,0,0,0
0.05407770940326614,-0.07945764952144649,-1.3781388013213167,244207.0,2021,8,0,1,0,0,0
-1.2536668978007142,-0.7909008704372353,0.9900603775567238,541239.0,2020,2,0,0,0,0,1
1.3618223166072465,-0.6027391625741824,2.00500288279017,555253.0,2020,2,0,0,0,1,0
-1.2536668978007142,-0.2044162428991742,-0.36319629608787074,288280.0,2019,12,0,0,1,0,0
0.05407770940326614,0.6617229162931598,-0.36319629608787074,169251.0,2019,1,0,0,1,0,0
0.14126068321686483,-0.5831071143396652,1.3283745459678726,182390.0,2019,7,0,0,1,0,0
0.14126068321686483,0.609567266904007,-0.36319629608787074,152026.0,2021,5,0,1,0,0,0
1.79773718567524,-0.47791815891174455,0.9900603775567238,269681.0,2021,2,0,0,1,0,0
1.536188264234444,-0.3997256243930653,1.3283745459678726,302234.0,2021,12,1,0,0,0,0
-1.079300950173517,-0.5996466216148666,1.6666887143790212,697803.0,2020,8,0,0,0,1,0
-0.3818371596647273,-0.8088472634969637,0.9900603775567238,441257.0,2020,2,0,0,0,0,1
-0.469020133478326,-0.2821388074277938,-1.3781388013213167,257701.0,2020,4,1,0,0,0,0
0.14126068321686483,-0.3892129168698768,1.3283745459678726,339401.0,2019,1,0,0,0,1,0
-0.730569054919122,-0.3901512075418502,0.31343204073442654,340430.0,2019,1,0,0,0,1,0
-1.5152158192415104,-0.7913270366942062,0.31343204073442654,442070.0,2019,1,0,0,0,0,1
-1.5152158192415104,-0.8017802535930458,-1.0398246329101681,386806.0,2019,1,0,0,1,0,0
-0.9049350025463195,-0.690191202383422,0.31343204073442654,405698.0,2020,7,0,1,0,0,0
0.31562663084406223,-0.4795712832923419,1.6666887143790212,467044.0,2021,12,0,0,0,0,1
-0.2946541858511286,0.35802699353765055,-1.0398246329101681,275440.0,2021,7,0,0,0,0,1
1.1874563689800492,-0.5725452705513452,0.6517462091455752,270092.0,2020,8,0,0,1,0,0
-0.730569054919122,0.8649434017426174,-0.36319629608787074,207114.0,2020,11,0,1,0,0,0
1.6233712380480425,-0.33842090076343145,1.3283745459678726,387678.0,2021,1,0,0,0,0,1
-0.3818371596647273,-0.3397323501789117,0.9900603775567238,266093.0,2020,1,1,0,0,0,0
-0.5562031072919247,-0.6000605741021274,-1.0398246329101681,304524.0,2019,1,0,0,0,1,0
1.79773718567524,-0.5865764769758082,-1.0398246329101681,197520.0,2020,1,1,0,0,0,0
1.1002733951664505,-0.6602910001984466,1.3283745459678726,357452.0,2020,6,0,0,0,0,1
-0.9049350025463195,-0.6933458529002399,0.31343204073442654,353767.0,2021,2,0,1,0,0,0
1.3618223166072465,-0.5063262907471597,-0.024882127676722095,155571.0,2019,2,0,1,0,0,0
1.0130904213528518,-0.12253653526188633,-0.36319629608787074,636609.0,2020,7,0,0,0,1,0
-1.4280328454279116,-0.8356581823089598,0.9900603775567238,659876.0,2020,8,0,0,0,1,0
-1.2536668978007142,-0.6125632968199703,0.31343204073442654,377509.0,2019,5,0,0,1,0,0
-0.12028823822393125,-0.1562315077849543,-1.0398246329101681,296704.0,2019,1,0,0,1,0,0
-0.5562031072919247,-0.5583501646908813,0.31343204073442654,321816.0,2021,3,0,1,0,0,0
-0.2946541858511286,0.22522021439291096,-1.0398246329101681,181820.0,2019,7,0,0,1,0,0
-1.340849871614313,0.2040312352522714,-1.0398246329101681,140990.0,2019,1,1,0,0,0,0
-0.6433860811055234,1.4458810752738673,-1.3781388013213167,245009.0,2020,3,0,0,0,1,0
1.7105542118616412,-0.37677254637758895,0.9900603775567238,337606.0,2020,11,0,0,0,0,1
-0.12028823822393125,-0.6486009785378555,0.31343204073442654,499020.0,2019,1,0,0,0,0,1
-0.3818371596647273,0.22714129264864136,-1.0398246329101681,336589.0,2021,1,0,0,0,1,0
-1.5152158192415104,-0.8287203954817497,0.6517462091455752,903656.0,2021,6,0,0,0,1,0
0.664358526098457,2.4825132182286693,-1.3781388013213167,108642.0,2021,12,0,1,0,0,0
0.7515414999120557,-0.7555298540635051,0.6517462091455752,260208.0,2019,5,0,1,0,0,0
0.4899925784712596,-0.3081082587115604,-0.7015104644990194,206986.0,2019,11,1,0,0,0,0
1.79773718567524,-0.17981963557586897,-0.024882127676722095,430773.0,2019,1,0,1,0,0,0
-1.4280328454279116,-0.6696168716583234,0.6517462091455752,354741.0,2019,6,0,0,1,0,0
-0.033105264410332555,-0.5999067743656152,0.6517462091455752,508219.0,2020,7,0,0,0,0,1
1.8849201594888387,-0.8260340304670643,0.31343204073442654,413824.0,2020,12,0,0,0,0,1
1.8849201594888387,-0.663723363515281,-0.024882127676722095,391290.0,2019,1,0,0,0,1,0
-0.12028823822393125,2.2569523945107908,-1.3781388013213167,239977.0,2021,2,0,0,0,0,1
-0.2946541858511286,0.5202401243567152,-0.7015104644990194,249690.0,2021,7,0,1,0,0,0
-0.2946541858511286,-0.3866761822049603,0.31343204073442654,347909.0,2019,7,0,0,0,1,0
1.2746393427936478,-0.42180165817687465,-0.7015104644990194,264876.0,2021,1,0,1,0,0,0
-0.9921179763599182,-0.6741807291008539,0.31343204073442654,379080.0,2019,8,0,1,0,0,0
0.22844365703046352,-0.3356726719930376,0.6517462091455752,408078.0,2021,12,0,1,0,0,0
-0.033105264410332555,2.2280929443471367,-1.3781388013213167,71087.0,2021,1,0,1,0,0,0
-1.4280328454279116,-0.48024076657792497,-1.0398246329101681,417294.0,2020,11,0,0,0,0,1
1.536188264234444,-0.8338513893759004,1.6666887143790212,431260.0,2019,12,1,0,0,0,0
2.059286107116036,-0.8251324646443909,1.3283745459678726,328339.0,2019,9,0,0,1,0,0
2.059286107116036,-0.5291802246902968,-0.024882127676722095,267750.0,2020,11,0,1,0,0,0
0.14126068321686483,-0.4234832244815819,0.31343204073442654,453384.0,2021,9,0,0,0,1,0
0.14126068321686483,-0.39748899956115524,1.6666887143790212,286413.0,2020,1,1,0,0,0,0
-0.2946541858511286,2.3380815063177827,-1.3781388013213167,122957.0,2020,5,0,0,0,1,0
-0.033105264410332555,-0.06938550797435086,-1.3781388013213167,198240.0,2020,9,0,0,1,0,0
-1.4280328454279116,0.3498415324040927,-1.0398246329101681,174718.0,2020,6,0,1,0,0,0
0.14126068321686483,0.23830894494822713,-1.0398246329101681,235180.0,2019,2,0,0,0,0,1
0.664358526098457,2.5089264870199743,-1.3781388013213167,203102.0,2020,7,0,0,0,0,1
-0.20747121203752994,-0.6648297476389952,0.9900603775567238,497272.0,2021,11,0,0,0,0,1
-1.5152158192415104,-0.598393625831179,1.6666887143790212,466323.0,2020,2,0,0,0,0,1
-0.12028823822393125,-0.5162843300434498,1.3283745459678726,552372.0,2021,1,0,0,0,1,0
-0.469020133478326,-0.8276105890692222,-1.0398246329101681,216537.0,2021,5,0,1,0,0,0
-0.2946541858511286,2.4310093648365148,-1.3781388013213167,157504.0,2021,12,0,1,0,0,0
-0.20747121203752994,-0.7099683923331102,0.31343204073442654,411338.0,2019,1,0,0,0,0,1
1.2746393427936478,-0.4072135339249483,0.6517462091455752,344812.0,2020,1,0,0,0,0,1
-0.20747121203752994,0.4451341619663679,-0.7015104644990194,200932.0,2020,3,1,0,0,0,0
1.1002733951664505,-0.693380170509225,1.3283745459678726,241176.0,2019,2,0,1,0,0,0
1.8849201594888387,-0.5916848133428138,0.6517462091455752,457573.0,2019,7,0,0,1,0,0
-0.3818371596647273,2.2157786807729796,-1.3781388013213167,181737.0,2021,1,0,1,0,0,0
-0.3818371596647273,1.9804639437945084,-1.3781388013213167,234039.0,2020,7,0,0,1,0,0
1.4490052904208452,-0.3804790727064774,0.6517462091455752,388332.0,2020,8,0,0,0,1,0
-1.5152158192415104,-0.8066597132553357,0.6517462091455752,540820.0,2021,5,0,0,0,0,1
1.1002733951664505,-0.7927842386129456,1.6666887143790212,463766.0,2020,1,0,0,0,0,1
-0.6433860811055234,0.42097160235998415,-1.3781388013213167,365860.0,2019,1,0,0,0,0,1
-0.9921179763599182,-0.8105157460488813,1.6666887143790212,814175.0,2021,8,0,0,0,1,0
0.8387244737256544,-0.4653434007099133,0.6517462091455752,249401.0,2020,1,1,0,0,0,0
-0.730569054919122,-0.27259737894413927,-1.3781388013213167,288528.0,2020,1,1,0,0,0,0
-0.730569054919122,-0.5222921709798218,0.31343204073442654,194708.0,2019,4,1,0,0,0,0
-1.340849871614313,-0.5321620222490577,0.31343204073442654,539587.0,2020,8,0,0,0,0,1
-0.9921179763599182,-0.7760585365814694,0.6517462091455752,297782.0,2021,8,1,0,0,0,0
1.1002733951664505,-0.3213906604195723,-0.36319629608787074,400716.0,2019,11,0,0,1,0,0
1.3618223166072465,-0.8218412342247577,2.00500288279017,521456.0,2019,7,0,0,0,1,0
1.7105542118616412,-0.40126203488864254,-0.36319629608787074,502636.0,2019,6,0,0,0,0,1
0.22844365703046352,0.7096215349859176,-0.36319629608787074,198755.0,2020,1,0,1,0,0,0
-0.730569054919122,0.7405087286912774,-0.36319629608787074,187434.0,2021,12,1,0,0,0,0
-1.2536668978007142,0.7071419233728369,-0.36319629608787074,205951.0,2019,6,0,1,0,0,0
-1.1664839239871156,-0.7518978145438788,1.6666887143790212,601449.0,2019,5,0,0,0,1,0
-0.3818371596647273,-0.5843296274884716,0.31343204073442654,444151.0,2019,7,0,0,0,1,0
-0.20747121203752994,0.8527375215001579,-0.024882127676722095,266126.0,2019,8,0,0,0,1,0
1.2746393427936478,-0.05704912003413083,-1.3781388013213167,114905.0,2020,7,0,1,0,0,0
1.1874563689800492,0.017457967994016946,-1.3781388013213167,144049.0,2020,4,0,0,1,0,0
-0.3818371596647273,-0.2047797920822676,-1.3781388013213167,256386.0,2019,4,0,0,1,0,0
-1.5152158192415104,-0.7942513330735981,0.6517462091455752,275921.0,2019,7,0,1,0,0,0
-1.079300950173517,-0.7899836474938376,1.6666887143790212,572121.0,2021,2,0,0,0,0,1
0.31562663084406223,0.7442144344210586,-0.36319629608787074,211126.0,2019,1,0,0,0,0,1
-0.3818371596647273,2.499389669544276,-1.3781388013213167,126957.0,2020,7,1,0,0,0,0
-1.2536668978007142,-0.6781211222384145,0.31343204073442654,570815.0,2019,7,0,0,0,1,0
-0.469020133478326,-0.27226158580539916,-0.7015104644990194,298977.0,2021,7,0,1,0,0,0
1.7105542118616412,-0.5187295703487745,1.3283745459678726,290475.0,2020,2,0,1,0,0,0
-0.20747121203752994,-0.819903266288287,0.31343204073442654,638017.0,2021,4,0,0,0,1,0
-1.2536668978007142,-0.6957257126685282,0.6517462091455752,247620.0,2019,7,0,1,0,0,0
-1.5152158192415104,-0.7043996919145471,0.31343204073442654,362602.0,2020,12,0,1,0,0,0
1.9721031333024375,-0.5730641479962307,-0.024882127676722095,485391.0,2021,3,0,0,0,1,0
-0.469020133478326,0.5475024943344821,-0.7015104644990194,407095.0,2021,2,0,0,0,1,0
-0.3818371596647273,-0.2138866303496869,-0.7015104644990194,331743.0,2019,1,0,0,0,0,1
-0.9921179763599182,0.5216169742297435,-1.0398246329101681,208980.0,2021,4,1,0,0,0,0
-0.033105264410332555,-0.5323717653966628,1.3283745459678726,482388.0,2019,1,0,0,0,1,0
0.22844365703046352,-0.0005040835013470279,-1.3781388013213167,198552.0,2019,9,0,0,0,1,0
1.1002733951664505,0.04256493623161645,0.31343204073442654,189317.0,2021,12,0,0,1,0,0
-1.4280328454279116,-0.4401511592176975,0.31343204073442654,332260.0,2019,3,0,0,1,0,0
-0.20747121203752994,2.4530541401878034,-1.3781388013213167,75410.0,2020,1,0,0,1,0,0
-0.12028823822393125,2.264902183391661,-1.3781388013213167,230353.0,2020,12,0,0,0,1,0
-0.2946541858511286,-0.742150835353615,-1.0398246329101681,556078.0,2020,5,0,0,0,1,0
-0.9049350025463195,-0.7899422454500912,0.31343204073442654,357684.0,2021,11,0,1,0,0,0
-0.033105264410332555,0.5299056992022001,-0.7015104644990194,179265.0,2020,1,1,0,0,0,0
-0.2946541858511286,0.5948688275031608,-0.7015104644990194,224284.0,2019,3,0,0,1,0,0
1.536188264234444,-0.47734620070417705,0.31343204073442654,343240.0,2020,1,0,0,0,0,1
-0.469020133478326,0.30776879966923293,-1.0398246329101681,371085.0,2020,4,0,0,0,1,0
1.1874563689800492,-0.5760005741878553,1.3283745459678726,440872.0,2021,4,0,0,0,0,1
-0.9921179763599182,1.1234108464844086,-1.3781388013213167,322324.0,2021,7,0,0,0,0,1
-0.469020133478326,-0.3191734813141532,-0.7015104644990194,253361.0,2019,1,0,1,0,0,0
-1.2536668978007142,0.9265207107270121,-0.36319629608787074,201877.0,2020,1,1,0,0,0,0
1.8849201594888387,-0.6219507033707319,0.31343204073442654,538522.0,2020,12,0,0,0,1,0
1.2746393427936478,-0.3555399375366956,-0.7015104644990194,214154.0,2019,11,0,1,0,0,0
-0.033105264410332555,1.4228719392846712,-0.36319629608787074,168401.0,2019,7,0,1,0,0,0
1.7105542118616412,-0.5536042847133588,1.3283745459678726,442246.0,2021,6,0,0,0,0,1
1.536188264234444,-0.6433982336687177,2.00500288279017,576357.0,2020,1,0,0,0,1,0
0.05407770940326614,-0.6428199190856637,0.9900603775567238,402601.0,2021,7,0,0,1,0,0
-0.12028823822393125,-0.11908066904807627,-0.7015104644990194,445469.0,2020,6,0,0,0,1,0
-0.9049350025463195,-0.3809929301036492,1.6666887143790212,673367.0,2020,1,0,0,0,1,0
-1.4280328454279116,-0.7653592326005549,0.9900603775567238,485040.0,2021,12,0,0,1,0,0
1.4490052904208452,-0.8193411435224147,-1.0398246329101681,504479.0,2021,8,0,0,0,0,1
-1.079300950173517,-0.839888907323862,0.6517462091455752,556510.0,2019,1,0,0,0,1,0
1.79773718567524,-0.5354555316461056,0.9900603775567238,258970.0,2020,6,1,0,0,0,0
1.1002733951664505,0.10309488060835213,-1.3781388013213167,90751.0,2021,5,0,0,0,0,1
1.2746393427936478,3.317979514328781,-1.0398246329101681,102945.0,2020,1,0,1,0,0,0
-1.5152158192415104,0.1888183765855884,-1.0398246329101681,141322.0,2019,11,1,0,0,0,0
-0.2946541858511286,-0.48226526228883293,0.31343204073442654,364461.0,2019,12,0,0,1,0,0
1.4490052904208452,-0.45988540574057446,1.3283745459678726,507809.0,2019,9,0,0,0,1,0
-0.6433860811055234,-0.23189665760257933,-1.3781388013213167,591483.0,2021,3,0,0,0,1,0
-0.3818371596647273,2.369252801165949,-1.3781388013213167,108353.0,2021,5,1,0,0,0,0
-0.3818371596647273,-0.8336361562061034,0.9900603775567238,597958.0,2021,2,0,0,0,1,0
-1.4280328454279116,-0.611120603198953,0.31343204073442654,494444.0,2019,11,0,0,1,0,0
-0.3818371596647273,-0.6223528137829867,1.3283745459678726,737909.0,2021,4,0,0,0,1,0
1.7105542118616412,-0.4589935278926929,-0.36319629608787074,220002.0,2019,6,0,1,0,0,0
-0.469020133478326,0.3577645191417981,-1.0398246329101681,239324.0,2020,8,0,0,1,0,0
-0.5562031072919247,-0.3620198719266967,-0.024882127676722095,293659.0,2021,1,0,1,0,0,0
-0.12028823822393125,2.3233688635132776,-1.3781388013213167,147492.0,2021,12,0,1,0,0,0
-0.033105264410332555,-0.5856552198374407,1.3283745459678726,347067.0,2021,4,0,0,1,0,0
1.9721031333024375,-0.6619096409133023,0.31343204073442654,645658.0,2019,9,0,0,0,1,0
-0.6433860811055234,0.15376385905149206,-0.024882127676722095,479074.0,2021,4,0,0,0,1,0
1.79773718567524,-0.49503409406919346,-1.3781388013213167,216686.0,2019,9,1,0,0,0,0
-0.6433860811055234,0.38532157490428015,-1.3781388013213167,313492.0,2019,6,0,0,1,0,0
-0.3818371596647273,0.11733571750748573,-0.024882127676722095,209267.0,2019,1,0,1,0,0,0
-0.12028823822393125,2.4594911968965563,-1.3781388013213167,98490.0,2019,12,0,1,0,0,0
-0.20747121203752994,-0.6670525427540013,-1.0398246329101681,304579.0,2020,3,0,0,0,1,0
